ID Sensor,Ubicacionn,Fecha y Hora,Temperatura (C),Humedad (%),Nivel de Bateria (%)
S6347,Exteriores,2024-10-26 15:00:36,24.41,70.92,81.29
S2610,Edificio A,2024-10-26 11:15:36,22.64,55.96,66.75
S2172,Exteriores,2024-10-26 16:18:36,18.23,33.36,68.39
S7707,Exteriores,2024-10-26 01:35:36,29.98,66.98,10.62
S3437,Sótano,2024-10-25 18:38:36,29.38,54.71,34.56
S1290,Sótano,2024-10-26 14:37:36,28.85,63.38,72.12
S9866,Edificio B,2024-10-25 19:45:36,20.27,43.38,44.45
S8348,Sótano,2024-10-25 22:36:36,20.88,77.93,60.27
S4743,Edificio B,2024-10-25 17:48:36,29.19,38.87,86.97
S8010,Edificio A,2024-10-26 07:29:36,27.51,69.21,73.16
S9039,Sótano,2024-10-26 14:35:36,16.17,51.64,39.26
S5405,Exteriores,2024-10-26 12:23:36,26.52,61.79,83.56
S3541,Edificio B,2024-10-26 09:24:36,24.04,55.22,79.2
S8234,Sótano,2024-10-25 17:38:36,29.62,56.35,58.42
S6843,Edificio A,2024-10-26 06:18:36,17.36,71.91,19.32
S4085,Exteriores,2024-10-26 00:45:36,23.71,65.07,85.98
S6098,Edificio B,2024-10-25 21:19:36,17.01,59.62,71.1
S6146,Edificio A,2024-10-26 16:23:36,16.98,70.32,12.17
S4721,Exteriores,2024-10-26 03:53:36,27.29,48.16,78.35
S7349,Exteriores,2024-10-26 02:49:36,24.52,58.05,83.54
S6825,Edificio A,2024-10-26 07:23:36,23.99,41.49,42.57
S4421,Edificio B,2024-10-26 08:16:36,15.25,70.08,75.22
S9806,Sótano,2024-10-26 02:19:36,25.52,37.13,28.81
S9446,Edificio A,2024-10-26 02:46:36,23.5,52.99,89.77
S6933,Edificio A,2024-10-26 12:37:36,26.44,59.56,14.81
S8600,Edificio B,2024-10-26 13:35:36,18.61,64.16,32.71
S1575,Edificio B,2024-10-26 03:18:36,24.79,67.15,73.78
S6113,Exteriores,2024-10-26 01:25:36,28.32,44.81,19.78
S8851,Sótano,2024-10-25 22:19:36,25.84,69.5,56.64
S1973,Edificio B,2024-10-25 16:56:36,26.07,50.73,44.81
S7886,Sótano,2024-10-26 02:38:36,18.59,75.28,47.06
S9017,Edificio A,2024-10-25 19:10:36,20.36,39.58,99.35
S8615,Sótano,2024-10-25 20:41:36,16.98,54.62,68.66
S2816,Sótano,2024-10-26 09:47:36,20.47,62.38,79.95
S1164,Exteriores,2024-10-26 01:22:36,24.08,52.17,14.25
S6461,Sótano,2024-10-25 16:44:36,27.15,39.43,65.54
S8552,Sótano,2024-10-26 00:06:36,16.77,65.02,32.84
S2836,Sótano,2024-10-26 16:19:36,29.14,75.1,25.13
S1228,Edificio A,2024-10-26 13:12:36,16.04,76.27,37.45
S8605,Edificio B,2024-10-26 14:19:36,17.31,76.47,79.41
S4798,Sótano,2024-10-26 14:51:36,21.09,32.81,84.83
S8790,Exteriores,2024-10-25 23:44:36,17.06,41.38,69.06
S9197,Sótano,2024-10-26 05:46:36,22.82,72.94,67.32
S3076,Edificio A,2024-10-26 06:09:36,22.16,48.65,59.88
S4712,Sótano,2024-10-26 16:08:36,15.33,58.36,79.24
S5844,Edificio B,2024-10-25 22:05:36,27.47,61.46,36.03
S2004,Exteriores,2024-10-26 11:04:36,20.98,67.81,72.71
S9967,Sótano,2024-10-26 00:37:36,16.16,69.95,54.56
S4264,Exteriores,2024-10-26 07:13:36,20.22,50.22,53.61
S8539,Exteriores,2024-10-25 17:17:36,27.59,71.54,20.67
S6187,Edificio A,2024-10-26 08:55:36,15.14,67.74,44.11
S8851,Sótano,2024-10-26 09:59:36,19.86,55.45,52.85
S4357,Edificio A,2024-10-26 04:47:36,26.45,65.15,15.66
S1770,Exteriores,2024-10-26 07:44:36,23.21,36.52,29.29
S6147,Edificio B,2024-10-26 00:04:36,18.89,74.35,30.3
S8044,Exteriores,2024-10-26 09:42:36,27.56,35.18,61.5
S9513,Exteriores,2024-10-26 03:49:36,21.7,53.83,19.82
S3202,Exteriores,2024-10-25 23:26:36,25.75,50.02,15.31
S8063,Edificio A,2024-10-25 17:26:36,28.14,60.65,72.86
S6319,Exteriores,2024-10-26 16:24:36,27.05,34.42,34.28
S9768,Edificio A,2024-10-26 14:31:36,27.59,52.48,11.04
S6960,Sótano,2024-10-26 08:47:36,24.91,35.02,85.44
S1395,Edificio B,2024-10-26 04:47:36,24.12,34.57,56.06
S2971,Edificio B,2024-10-26 02:03:36,26.86,75.17,52.71
S9473,Edificio A,2024-10-26 12:52:36,28.04,53.69,25.18
S4338,Edificio A,2024-10-26 01:29:36,17.99,67.62,22.45
S6301,Edificio A,2024-10-25 23:50:36,25.99,42.97,91.88
S7957,Exteriores,2024-10-25 19:40:36,29.78,78.48,48.35
S6585,Exteriores,2024-10-25 17:09:36,25.19,56.04,72.53
S4565,Edificio A,2024-10-25 23:47:36,18.57,60.73,49.93
S5485,Exteriores,2024-10-25 18:16:36,17.35,43.16,23.54
S2841,Exteriores,2024-10-26 15:46:36,24.48,32.68,27.36
S2507,Edificio A,2024-10-26 11:26:36,15.45,58.76,50.87
S3474,Sótano,2024-10-26 04:54:36,16.86,77.08,71.32
S5792,Edificio B,2024-10-26 14:59:36,15.71,52.27,60.45
S6634,Edificio A,2024-10-26 05:37:36,25.52,57.32,54.94
S4950,Edificio A,2024-10-26 15:07:36,28.98,64.62,57.9
S1634,Edificio A,2024-10-26 14:47:36,29.96,50.42,89.7
S5637,Sótano,2024-10-26 06:47:36,26.59,41.04,54.23
S1169,Edificio B,2024-10-26 16:19:36,19.53,32.13,21.38
S2154,Exteriores,2024-10-26 11:16:36,25.15,62.41,99.22
S3355,Edificio A,2024-10-26 01:39:36,29.63,69.36,83.53
S3073,Exteriores,2024-10-26 08:52:36,27.43,61.65,47.78
S7386,Sótano,2024-10-26 12:36:36,26.54,69.6,46.15
S9191,Sótano,2024-10-26 08:22:36,20.51,43.07,29.41
S3255,Sótano,2024-10-26 04:34:36,29.63,74.79,96.66
S3471,Sótano,2024-10-25 17:43:36,16.54,57.5,49.66
S9398,Edificio A,2024-10-26 00:26:36,29.78,73.57,17.36
S8041,Edificio A,2024-10-25 22:49:36,28.27,57.93,92.38
S6246,Edificio A,2024-10-26 15:57:36,15.42,66.78,76.13
S6064,Sótano,2024-10-25 19:50:36,20.65,34.27,52.28
S4817,Exteriores,2024-10-26 04:11:36,17.35,78.32,32.12
S3818,Edificio A,2024-10-25 18:51:36,19.25,70.34,43.35
S2685,Edificio A,2024-10-25 17:32:36,22.88,60.63,91.04
S7187,Edificio A,2024-10-26 11:48:36,24.79,41.29,36.17
S3786,Edificio B,2024-10-26 16:14:36,19.14,64.86,27.82
S4528,Edificio B,2024-10-25 19:59:36,24.34,61.33,17.43
S5528,Edificio B,2024-10-26 10:11:36,27.28,69.65,79.48
S7853,Exteriores,2024-10-25 20:53:36,20.06,40.25,61.14
S7514,Edificio B,2024-10-26 14:56:36,23.55,74.41,40.24
S9801,Exteriores,2024-10-25 19:35:36,20.66,40.08,36.5
S3484,Exteriores,2024-10-26 00:12:36,23.81,59.3,48.12
S6754,Edificio A,2024-10-26 15:06:36,20.33,69.37,37.43
S9204,Edificio B,2024-10-25 22:05:36,23.3,72.44,31.5
S8576,Sótano,2024-10-25 18:51:36,20.95,71.99,45.3
S4337,Edificio B,2024-10-26 14:51:36,20.74,62.07,20.71
S4167,Edificio B,2024-10-26 06:14:36,20.68,76.76,85.64
S8183,Exteriores,2024-10-26 01:59:36,16.79,45.51,18.66
S5150,Edificio A,2024-10-26 10:58:36,26.64,78.08,16.89
S2686,Sótano,2024-10-25 19:17:36,22.14,65.66,24.08
S4751,Edificio A,2024-10-26 11:01:36,23.92,48.54,82.93
S5198,Edificio B,2024-10-26 10:40:36,21.94,72.49,22.55
S3215,Edificio B,2024-10-26 09:00:36,24.15,45.2,49.03
S8730,Sótano,2024-10-26 10:40:36,17.0,72.3,57.43
S2017,Sótano,2024-10-26 15:34:36,29.43,37.23,13.59
S4785,Sótano,2024-10-26 15:00:36,24.69,42.59,16.37
S2314,Edificio B,2024-10-26 00:56:36,25.45,71.26,38.76
S2482,Edificio B,2024-10-26 14:47:36,22.8,67.0,12.73
S2676,Exteriores,2024-10-26 00:47:36,29.31,37.43,95.48
S5308,Sótano,2024-10-25 16:54:36,17.05,54.68,17.42
S5225,Exteriores,2024-10-26 10:57:36,22.05,76.23,83.38
S8773,Sótano,2024-10-26 10:27:36,25.96,40.99,71.08
S5627,Exteriores,2024-10-25 18:40:36,29.67,75.42,15.26
S6106,Sótano,2024-10-25 20:56:36,17.89,56.78,18.61
S1248,Edificio B,2024-10-26 02:01:36,18.06,67.04,30.97
S9997,Exteriores,2024-10-26 11:51:36,26.12,31.15,16.56
S1374,Sótano,2024-10-26 16:11:36,25.77,53.01,97.2
S2742,Edificio B,2024-10-26 01:09:36,17.02,53.74,18.45
S5315,Edificio A,2024-10-26 12:53:36,15.17,52.66,96.8
S3801,Exteriores,2024-10-26 01:17:36,25.46,73.9,34.15
S9976,Exteriores,2024-10-25 20:35:36,28.1,75.65,26.47
S9481,Sótano,2024-10-25 17:01:36,18.48,55.45,93.59
S8603,Edificio B,2024-10-26 03:08:36,23.67,72.62,12.35
S2728,Edificio A,2024-10-25 17:58:36,21.22,70.81,91.61
S4418,Exteriores,2024-10-25 21:08:36,26.18,52.36,14.02
S6259,Edificio A,2024-10-26 08:06:36,22.67,30.67,79.06
S4138,Exteriores,2024-10-26 15:48:36,26.95,48.55,89.85
S5500,Sótano,2024-10-26 12:39:36,19.45,35.02,94.49
S5777,Exteriores,2024-10-25 21:00:36,29.17,35.64,20.3
S9630,Exteriores,2024-10-25 18:01:36,19.18,44.66,47.0
S5837,Sótano,2024-10-26 07:21:36,27.58,39.89,56.91
S7342,Sótano,2024-10-26 12:56:36,19.91,76.43,96.79
S4783,Sótano,2024-10-26 09:53:36,16.6,64.27,47.02
S3180,Edificio B,2024-10-26 08:02:36,22.93,46.53,78.41
S9631,Exteriores,2024-10-26 10:43:36,27.55,39.29,63.06
S7915,Exteriores,2024-10-26 15:45:36,25.54,45.64,39.39
S1728,Edificio A,2024-10-25 21:38:36,29.24,76.28,13.09
S3215,Edificio A,2024-10-26 12:47:36,27.31,67.13,66.33
S9547,Edificio A,2024-10-26 01:22:36,23.85,49.58,11.9
S9521,Edificio A,2024-10-25 19:15:36,21.11,55.73,53.92
S2598,Exteriores,2024-10-25 21:07:36,29.62,57.61,81.75
S2230,Exteriores,2024-10-26 08:34:36,28.45,42.35,67.92
S5549,Exteriores,2024-10-26 06:49:36,24.1,52.89,92.37
S1448,Edificio B,2024-10-26 03:50:36,16.99,41.74,22.56
S5259,Edificio A,2024-10-26 02:59:36,20.42,64.46,22.2
S6569,Edificio B,2024-10-26 01:22:36,21.88,34.59,41.3
S2926,Sótano,2024-10-25 21:51:36,22.1,65.09,21.39
S8786,Edificio B,2024-10-26 15:40:36,27.4,37.97,43.12
S7855,Edificio A,2024-10-26 14:57:36,24.61,68.2,92.63
S5379,Edificio B,2024-10-26 01:14:36,15.52,51.74,94.96
S2722,Sótano,2024-10-26 09:52:36,17.72,75.72,21.57
S2476,Sótano,2024-10-25 21:32:36,18.27,78.68,10.75
S7212,Sótano,2024-10-25 20:00:36,26.41,72.49,41.34
S3923,Sótano,2024-10-26 13:23:36,15.91,78.5,17.72
S2233,Exteriores,2024-10-26 06:29:36,24.03,71.43,37.49
S2103,Exteriores,2024-10-25 20:03:36,23.55,64.29,82.19
S2843,Edificio A,2024-10-26 14:51:36,27.36,33.79,79.39
S3643,Edificio B,2024-10-25 16:46:36,28.49,70.57,57.65
S2218,Edificio B,2024-10-26 12:29:36,19.95,66.16,58.14
S7066,Exteriores,2024-10-26 16:36:36,19.32,61.56,65.04
S3381,Sótano,2024-10-26 14:17:36,27.43,46.01,19.43
S9526,Sótano,2024-10-26 06:16:36,20.08,64.0,17.1
S1171,Sótano,2024-10-26 03:38:36,27.31,62.97,49.11
S8996,Edificio B,2024-10-26 05:55:36,26.93,51.33,64.47
S1468,Exteriores,2024-10-26 00:26:36,17.54,47.15,95.87
S9398,Sótano,2024-10-26 03:10:36,21.19,44.06,38.67
S9793,Exteriores,2024-10-26 02:05:36,29.32,58.22,25.38
S2522,Sótano,2024-10-26 14:26:36,17.73,60.91,27.36
S6380,Edificio A,2024-10-25 19:54:36,27.42,56.51,52.85
S4409,Exteriores,2024-10-25 20:30:36,23.39,31.05,17.35
S5090,Edificio A,2024-10-26 07:21:36,16.49,40.57,85.12
S9358,Edificio A,2024-10-26 14:21:36,24.5,49.67,97.31
S2144,Exteriores,2024-10-26 15:21:36,24.19,31.36,55.82
S2384,Sótano,2024-10-26 04:22:36,25.49,51.51,88.72
S2685,Edificio A,2024-10-25 21:14:36,22.62,56.45,26.92
S4231,Sótano,2024-10-26 02:06:36,20.29,46.72,71.19
S8094,Edificio A,2024-10-26 11:23:36,21.3,77.09,97.36
S9794,Exteriores,2024-10-25 22:34:36,19.27,62.94,58.35
S7145,Exteriores,2024-10-26 00:40:36,23.75,66.39,98.6
S2359,Edificio A,2024-10-25 22:32:36,25.87,59.85,77.54
S1695,Exteriores,2024-10-25 21:39:36,19.74,78.65,87.11
S8529,Edificio B,2024-10-26 13:23:36,27.92,39.02,24.42
S6568,Edificio B,2024-10-26 00:35:36,17.8,78.53,50.05
S3828,Exteriores,2024-10-26 01:31:36,19.44,59.02,22.28
S3402,Sótano,2024-10-26 07:31:36,21.01,69.86,65.04
S1932,Edificio A,2024-10-25 17:55:36,16.43,77.08,18.49
S3194,Edificio B,2024-10-25 18:22:36,27.67,64.71,77.04
S2747,Edificio B,2024-10-26 13:28:36,17.06,41.22,27.3
S4123,Edificio A,2024-10-26 06:07:36,25.89,55.69,84.0
S9758,Sótano,2024-10-26 03:20:36,17.78,56.54,66.26
S2525,Sótano,2024-10-25 18:01:36,18.01,73.95,61.45
S9342,Exteriores,2024-10-26 15:08:36,19.66,78.39,94.02
S2047,Sótano,2024-10-26 10:36:36,22.74,60.74,31.56
S4616,Exteriores,2024-10-26 00:08:36,26.43,57.68,98.14
S8122,Exteriores,2024-10-26 16:22:36,18.36,42.56,45.41
S6130,Edificio B,2024-10-26 09:52:36,21.13,40.94,50.36
S9012,Edificio B,2024-10-26 00:01:36,27.57,51.77,81.51
S1705,Sótano,2024-10-26 14:59:36,20.51,34.01,13.85
S5756,Sótano,2024-10-26 06:12:36,18.61,40.51,29.66
S7825,Edificio A,2024-10-26 09:48:36,29.32,52.78,27.14
S8349,Sótano,2024-10-26 13:33:36,16.32,46.0,28.74
S3633,Edificio B,2024-10-25 21:43:36,17.7,52.27,75.23
S5832,Exteriores,2024-10-26 04:35:36,18.35,35.8,77.87
S3182,Edificio B,2024-10-26 08:16:36,26.35,70.29,79.67
S5470,Edificio B,2024-10-26 09:15:36,15.86,69.68,45.3
S9696,Sótano,2024-10-26 01:03:36,23.04,37.71,42.31
S5802,Edificio A,2024-10-26 15:05:36,20.18,43.02,79.43
S7915,Edificio A,2024-10-25 18:19:36,26.24,44.31,70.87
S8989,Edificio A,2024-10-26 01:24:36,24.74,56.7,88.46
S4466,Exteriores,2024-10-26 05:40:36,16.67,52.97,98.22
S1570,Sótano,2024-10-25 23:56:36,27.27,62.66,28.33
S9963,Edificio B,2024-10-26 10:05:36,27.87,32.51,78.14
S7817,Exteriores,2024-10-25 21:53:36,21.03,56.01,88.05
S3371,Edificio B,2024-10-26 04:52:36,29.3,55.84,90.6
S4655,Exteriores,2024-10-26 07:10:36,21.95,63.5,19.05
S8792,Exteriores,2024-10-26 07:06:36,21.08,36.01,34.42
S3810,Edificio B,2024-10-26 10:21:36,22.86,46.12,34.86
S6763,Exteriores,2024-10-26 09:45:36,28.34,30.11,74.36
S5450,Edificio B,2024-10-26 02:27:36,25.63,64.92,83.08
S2726,Sótano,2024-10-25 16:54:36,24.92,54.17,37.91
S2962,Sótano,2024-10-26 09:47:36,15.93,31.56,37.73
S5136,Sótano,2024-10-25 23:39:36,29.5,64.17,38.86
S1379,Edificio A,2024-10-26 01:24:36,28.97,50.3,83.4
S4524,Edificio A,2024-10-26 10:03:36,25.54,46.83,80.3
S1216,Edificio A,2024-10-26 15:37:36,21.22,34.67,31.47
S6924,Exteriores,2024-10-25 17:46:36,27.48,78.99,38.36
S4731,Edificio A,2024-10-26 12:41:36,21.42,73.63,46.83
S5539,Sótano,2024-10-25 18:53:36,27.03,53.48,59.4
S3795,Exteriores,2024-10-26 06:07:36,16.27,34.64,46.66
S1056,Edificio B,2024-10-26 10:12:36,24.78,67.68,86.23
S7838,Edificio A,2024-10-25 19:11:36,21.9,68.01,31.94
S8954,Sótano,2024-10-26 05:22:36,29.94,47.48,11.71
S6193,Edificio B,2024-10-25 21:39:36,15.44,41.68,76.79
S4285,Exteriores,2024-10-26 01:43:36,16.95,50.43,95.55
S8230,Edificio B,2024-10-25 17:08:36,27.89,46.62,57.92
S9405,Edificio B,2024-10-26 01:42:36,25.05,32.65,43.27
S6061,Sótano,2024-10-25 16:41:36,25.0,76.33,88.89
S9820,Edificio A,2024-10-25 20:30:36,18.92,41.52,77.97
S7441,Edificio A,2024-10-26 06:53:36,17.98,64.29,76.14
S9504,Sótano,2024-10-26 05:29:36,18.6,69.51,70.72
S6850,Exteriores,2024-10-26 01:43:36,26.66,40.74,46.69
S8678,Edificio B,2024-10-25 18:54:36,15.01,50.2,59.1
S8976,Edificio B,2024-10-26 12:33:36,15.51,56.2,43.94
S8244,Exteriores,2024-10-26 09:36:36,26.25,77.09,91.98
S8540,Exteriores,2024-10-26 12:54:36,18.11,44.36,24.32
S4327,Edificio A,2024-10-26 03:36:36,25.59,75.33,12.6
S7917,Exteriores,2024-10-26 10:40:36,24.15,78.81,51.75
S2886,Exteriores,2024-10-26 15:19:36,28.38,32.96,94.01
S3909,Edificio A,2024-10-26 02:06:36,29.81,63.03,59.2
S8482,Sótano,2024-10-26 05:30:36,27.91,41.96,85.31
S7617,Edificio B,2024-10-26 13:12:36,16.25,52.1,16.76
S5410,Sótano,2024-10-26 16:26:36,15.03,55.97,41.38
S7854,Edificio B,2024-10-26 04:58:36,26.46,37.33,53.05
S2058,Edificio B,2024-10-26 07:47:36,17.89,43.64,40.55
S7211,Edificio B,2024-10-26 10:24:36,29.36,53.01,44.73
S7601,Exteriores,2024-10-26 00:39:36,19.28,59.1,21.67
S4878,Edificio A,2024-10-25 23:35:36,24.72,54.75,36.52
S1978,Sótano,2024-10-25 19:35:36,16.97,65.96,93.42
S7974,Sótano,2024-10-25 21:05:36,15.4,38.61,79.65
S3255,Edificio A,2024-10-25 21:41:36,22.45,51.98,81.44
S4788,Edificio A,2024-10-26 08:19:36,20.72,56.14,76.67
S2712,Edificio A,2024-10-26 04:58:36,16.3,41.13,53.51
S7548,Edificio B,2024-10-25 20:17:36,26.24,45.51,85.37
S9156,Edificio A,2024-10-25 21:59:36,29.2,33.72,96.78
S4144,Sótano,2024-10-26 09:17:36,18.27,78.12,82.93
S8705,Sótano,2024-10-26 14:02:36,22.34,45.85,91.05
S7448,Edificio B,2024-10-26 10:51:36,24.88,39.43,49.62
S1514,Sótano,2024-10-26 15:09:36,23.28,69.92,52.76
S7115,Edificio B,2024-10-26 13:49:36,17.47,32.89,77.68
S3306,Exteriores,2024-10-26 00:32:36,21.58,43.97,11.53
S2101,Exteriores,2024-10-25 17:17:36,23.13,57.47,96.18
S7613,Exteriores,2024-10-25 16:49:36,25.56,43.92,51.98
S2197,Edificio A,2024-10-26 15:12:36,29.78,68.45,42.93
S5267,Edificio A,2024-10-26 03:59:36,26.09,45.27,84.83
S4685,Exteriores,2024-10-26 08:14:36,29.45,70.79,90.98
S7530,Edificio B,2024-10-26 05:52:36,20.04,67.7,88.01
S7002,Edificio A,2024-10-26 09:38:36,19.36,61.67,58.04
S8156,Edificio B,2024-10-26 09:20:36,18.75,55.73,73.94
S3906,Edificio B,2024-10-26 13:49:36,25.41,72.7,35.84
S2189,Sótano,2024-10-26 07:09:36,26.94,54.69,50.93
S9909,Edificio B,2024-10-25 19:38:36,25.13,78.76,39.4
S4178,Edificio A,2024-10-26 02:42:36,29.55,77.87,91.51
S9817,Edificio B,2024-10-25 23:14:36,29.42,65.36,36.0
S4114,Edificio B,2024-10-26 15:01:36,18.48,75.08,83.45
S1766,Edificio B,2024-10-25 19:38:36,18.28,39.34,61.62
S5563,Exteriores,2024-10-26 04:57:36,29.22,42.15,68.44
S5318,Edificio B,2024-10-26 09:11:36,26.4,56.13,26.52
S7661,Sótano,2024-10-26 11:44:36,16.88,32.52,20.12
S4431,Edificio B,2024-10-25 17:55:36,15.77,69.82,84.74
S4006,Sótano,2024-10-26 11:22:36,27.04,49.6,44.66
S6541,Sótano,2024-10-26 09:14:36,20.39,45.95,62.78
S7569,Edificio B,2024-10-26 04:50:36,29.99,50.53,13.17
S4261,Edificio B,2024-10-25 16:57:36,16.88,66.38,76.61
S1409,Edificio B,2024-10-26 08:42:36,26.86,67.65,53.12
S8864,Edificio A,2024-10-25 18:07:36,24.7,39.39,91.56
S3623,Sótano,2024-10-26 05:21:36,16.28,72.4,99.57
S7196,Sótano,2024-10-26 16:07:36,27.42,30.86,20.76
S6750,Exteriores,2024-10-26 14:14:36,27.45,40.8,69.99
S1077,Sótano,2024-10-26 13:11:36,18.93,44.83,84.36
S3866,Exteriores,2024-10-26 13:44:36,20.72,41.89,95.38
S5411,Edificio A,2024-10-25 18:12:36,21.24,38.2,43.73
S3644,Edificio B,2024-10-25 23:30:36,22.25,38.02,14.99
S4083,Edificio A,2024-10-26 02:21:36,20.59,40.65,69.78
S6491,Edificio B,2024-10-26 07:24:36,17.93,33.99,44.97
S9019,Edificio B,2024-10-26 05:58:36,21.63,50.56,62.19
S9027,Exteriores,2024-10-26 02:54:36,16.18,46.63,36.47
S5855,Edificio B,2024-10-26 02:21:36,15.32,72.61,81.81
S2336,Edificio B,2024-10-26 06:51:36,24.11,36.17,66.02
S1123,Sótano,2024-10-26 12:54:36,29.46,30.57,63.07
S1756,Exteriores,2024-10-26 02:10:36,24.02,70.89,18.29
S7452,Exteriores,2024-10-25 18:05:36,29.88,72.84,46.27
S1682,Exteriores,2024-10-25 21:29:36,22.6,33.93,51.24
S1598,Edificio B,2024-10-26 07:43:36,23.72,70.05,52.45
S9104,Exteriores,2024-10-26 08:39:36,18.63,48.56,39.12
S8503,Exteriores,2024-10-26 06:11:36,29.02,49.04,56.6
S8268,Sótano,2024-10-26 09:33:36,28.24,46.67,94.63
S9519,Edificio B,2024-10-26 09:40:36,20.4,32.75,40.68
S3068,Edificio B,2024-10-26 12:06:36,23.07,46.28,12.94
S8035,Exteriores,2024-10-25 21:20:36,23.39,49.87,72.37
S8386,Edificio A,2024-10-26 04:06:36,25.29,76.46,71.88
S3725,Edificio A,2024-10-25 19:01:36,18.28,55.9,81.18
S3327,Sótano,2024-10-25 21:02:36,17.09,31.43,59.07
S8938,Exteriores,2024-10-25 21:21:36,15.27,69.6,64.18
S5483,Edificio A,2024-10-26 07:07:36,16.89,78.88,14.29
S2841,Exteriores,2024-10-26 08:50:36,22.74,64.98,98.18
S9227,Exteriores,2024-10-26 03:41:36,19.89,70.29,84.05
S1524,Sótano,2024-10-26 06:26:36,20.74,44.65,10.75
S8744,Exteriores,2024-10-26 10:27:36,27.23,78.91,21.17
S5279,Exteriores,2024-10-25 19:38:36,22.57,51.53,72.69
S4889,Exteriores,2024-10-26 09:29:36,23.6,33.22,31.07
S3776,Sótano,2024-10-26 16:22:36,19.68,41.76,25.41
S2413,Edificio A,2024-10-26 13:56:36,27.07,53.69,12.94
S2765,Edificio B,2024-10-25 23:15:36,17.03,63.49,10.2
S1292,Edificio A,2024-10-26 03:34:36,17.14,74.01,50.89
S8297,Edificio B,2024-10-26 13:33:36,27.0,42.2,13.49
S1047,Exteriores,2024-10-26 12:25:36,15.91,61.58,92.92
S7453,Edificio A,2024-10-26 06:12:36,28.97,78.05,19.15
S4441,Edificio A,2024-10-25 20:28:36,22.51,60.77,39.27
S5875,Edificio A,2024-10-25 19:08:36,17.3,47.36,44.84
S8617,Edificio A,2024-10-26 16:06:36,21.62,34.63,62.92
S8832,Edificio A,2024-10-25 22:56:36,18.76,53.36,24.95
S2566,Exteriores,2024-10-26 06:09:36,18.36,42.83,45.23
S6340,Edificio B,2024-10-26 04:40:36,25.66,39.72,71.54
S1272,Edificio A,2024-10-26 14:02:36,26.88,65.55,98.09
S8179,Edificio A,2024-10-26 10:16:36,25.13,50.82,51.07
S2063,Sótano,2024-10-26 00:37:36,26.86,76.77,90.13
S3805,Exteriores,2024-10-26 13:36:36,27.97,72.98,60.67
S4913,Edificio A,2024-10-26 07:17:36,18.56,30.11,18.69
S9463,Sótano,2024-10-26 10:19:36,26.59,57.31,44.17
S8688,Edificio A,2024-10-26 15:23:36,25.89,53.71,71.09
S1742,Sótano,2024-10-26 14:55:36,17.84,51.12,36.0
S8923,Exteriores,2024-10-26 03:40:36,25.62,38.23,46.38
S7150,Edificio A,2024-10-26 12:48:36,27.13,51.54,59.92
S4429,Edificio A,2024-10-26 01:14:36,22.64,74.3,85.37
S9914,Exteriores,2024-10-26 07:22:36,28.71,75.63,25.33
S9342,Exteriores,2024-10-26 16:23:36,21.94,73.66,43.77
S2944,Edificio B,2024-10-26 06:45:36,22.57,34.24,36.52
S6472,Sótano,2024-10-25 22:54:36,27.59,42.34,43.47
S1632,Sótano,2024-10-25 18:02:36,29.9,71.72,62.6
S9146,Edificio B,2024-10-25 21:09:36,24.61,73.79,61.86
S2078,Exteriores,2024-10-26 13:39:36,27.21,72.81,88.89
S1934,Exteriores,2024-10-25 19:00:36,26.29,70.93,88.06
S6414,Sótano,2024-10-26 00:52:36,20.31,52.09,93.41
S7270,Exteriores,2024-10-26 09:08:36,23.43,48.26,78.61
S4966,Edificio A,2024-10-25 17:17:36,20.24,76.32,42.57
S5890,Edificio B,2024-10-26 11:33:36,27.14,50.97,90.36
S5202,Edificio B,2024-10-26 04:02:36,18.77,74.42,73.53
S3484,Sótano,2024-10-25 16:58:36,16.28,43.8,42.46
S5103,Sótano,2024-10-26 02:50:36,29.84,34.35,80.26
S8604,Sótano,2024-10-26 12:34:36,20.33,74.24,51.53
S4886,Sótano,2024-10-25 23:15:36,25.08,51.85,56.56
S4857,Edificio B,2024-10-26 12:12:36,17.91,68.34,34.43
S5062,Edificio A,2024-10-25 20:03:36,23.71,63.83,95.63
S3253,Edificio B,2024-10-26 13:52:36,18.87,38.32,67.25
S3864,Edificio B,2024-10-26 12:23:36,15.47,48.08,44.22
S7231,Edificio B,2024-10-26 10:48:36,24.67,43.78,50.29
S5790,Edificio A,2024-10-26 05:27:36,27.84,61.05,57.72
S1246,Sótano,2024-10-25 20:55:36,20.08,65.68,31.28
S7112,Edificio A,2024-10-26 13:37:36,17.31,66.56,32.62
S5690,Edificio A,2024-10-26 09:12:36,17.05,34.75,63.58
S6025,Sótano,2024-10-26 11:54:36,18.78,67.11,50.29
S8445,Edificio B,2024-10-26 06:43:36,22.5,74.17,94.84
S5738,Edificio B,2024-10-26 10:07:36,23.15,78.75,62.76
S8712,Exteriores,2024-10-25 19:50:36,22.0,50.02,27.54
S5841,Edificio B,2024-10-26 02:08:36,27.97,70.83,11.39
S4482,Sótano,2024-10-26 05:06:36,29.8,53.56,28.73
S4495,Edificio B,2024-10-26 16:14:36,19.11,58.02,21.72
S6981,Edificio B,2024-10-26 15:56:36,24.62,54.03,91.85
S1034,Edificio B,2024-10-26 12:30:36,15.35,35.53,31.39
S8660,Sótano,2024-10-25 23:58:36,24.8,43.83,74.17
S8706,Edificio A,2024-10-25 19:08:36,21.26,73.52,54.03
